"SeferId","Plaka","lineId","routeId","SeferBaslangıc","SeferBitis","Enlem","Boylam","KonumZamanı","Hız"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008798","39.723239","16/12/2025 16:22:52","5"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008909","39.721676","16/12/2025 16:22:20","3.89"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008904","39.720324","16/12/2025 16:21:20","6.67"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","41.008939","39.719921","16/12/2025 16:21:15","5"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.995243","39.67077","16/12/2025 16:01:39","1.67"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.995186","39.670556","16/12/2025 16:01:34","6.94"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.995065","39.670068","16/12/2025 16:01:29","9.72"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994706","39.668494","16/12/2025 16:01:14","2.5"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994693","39.668441","16/12/2025 16:01:04","0.56"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994661","39.66832","16/12/2025 16:00:59","6.39"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994531","39.667875","16/12/2025 16:00:54","11.39"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994314","39.666435","16/12/2025 16:00:44","11.11"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994137","39.664918","16/12/2025 16:00:29","1.39"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994133","39.664866","16/12/2025 16:00:04","0.28"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994126","39.664803","16/12/2025 15:59:59","3.61"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994037","39.663786","16/12/2025 15:59:46","8.61"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994092","39.663498","16/12/2025 15:59:44","8.61"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994659","39.662589","16/12/2025 15:59:34","9.17"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.994868","39.66227","16/12/2025 15:59:31","8.61"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.995303","39.662292","16/12/2025 15:59:24","4.17"
"3895710","61ACS952","150","299","16/12/2025 15:34:34","16/12/2025 16:30:03","40.995488","39.662332","16/12/2025 15:59:13","2.78"
